#doc,name,topic,proportion,topic,proportion,topic,proportion,topic,proportion,topic,proportion,topic,proportion,topic,proportion,topic,proportion,topic,proportion,topic,proportion,topic,proportion,topic,proportion,topic,proportion,topic,proportion,topic,proportion,topic,proportion,topic,proportion,topic,proportion,topic,proportion,topic,proportion,topic,proportion,topic,proportion,topic,proportion,topic,proportion,topic,proportion,topic,proportion,topic,proportion,topic,proportion,topic,proportion,topic,proportion
4433,file:/home/deb/PycharmProjects/TopicModelMallet/title_texts/small_file_2865.txt,17,0.1092896175,25,0.043715847,24,0.043715847,23,0.043715847,21,0.043715847,20,0.043715847,9,0.043715847,29,0.0273224044,28,0.0273224044,27,0.0273224044,26,0.0273224044,22,0.0273224044,19,0.0273224044,18,0.0273224044,16,0.0273224044,15,0.0273224044,14,0.0273224044,13,0.0273224044,12,0.0273224044,11,0.0273224044,10,0.0273224044,8,0.0273224044,7,0.0273224044,6,0.0273224044,5,0.0273224044,4,0.0273224044,3,0.0273224044,2,0.0273224044,1,0.0273224044,0,0.0273224044
4435,file:/home/deb/PycharmProjects/TopicModelMallet/title_texts/small_file_4919.txt,17,0.1092896175,19,0.043715847,16,0.043715847,9,0.043715847,8,0.043715847,7,0.043715847,6,0.043715847,29,0.0273224044,28,0.0273224044,27,0.0273224044,26,0.0273224044,25,0.0273224044,24,0.0273224044,23,0.0273224044,22,0.0273224044,21,0.0273224044,20,0.0273224044,18,0.0273224044,15,0.0273224044,14,0.0273224044,13,0.0273224044,12,0.0273224044,11,0.0273224044,10,0.0273224044,5,0.0273224044,4,0.0273224044,3,0.0273224044,2,0.0273224044,1,0.0273224044,0,0.0273224044
4530,file:/home/deb/PycharmProjects/TopicModelMallet/title_texts/small_file_2265.txt,17,0.1092896175,22,0.0765027322,9,0.043715847,7,0.043715847,1,0.043715847,29,0.0273224044,28,0.0273224044,27,0.0273224044,26,0.0273224044,25,0.0273224044,24,0.0273224044,23,0.0273224044,21,0.0273224044,20,0.0273224044,19,0.0273224044,18,0.0273224044,16,0.0273224044,15,0.0273224044,14,0.0273224044,13,0.0273224044,12,0.0273224044,11,0.0273224044,10,0.0273224044,8,0.0273224044,6,0.0273224044,5,0.0273224044,4,0.0273224044,3,0.0273224044,2,0.0273224044,0,0.0273224044
4981,file:/home/deb/PycharmProjects/TopicModelMallet/title_texts/small_file_3725.txt,17,0.1092896175,26,0.043715847,21,0.043715847,18,0.043715847,11,0.043715847,9,0.043715847,1,0.043715847,29,0.0273224044,28,0.0273224044,27,0.0273224044,25,0.0273224044,24,0.0273224044,23,0.0273224044,22,0.0273224044,20,0.0273224044,19,0.0273224044,16,0.0273224044,15,0.0273224044,14,0.0273224044,13,0.0273224044,12,0.0273224044,10,0.0273224044,8,0.0273224044,7,0.0273224044,6,0.0273224044,5,0.0273224044,4,0.0273224044,3,0.0273224044,2,0.0273224044,0,0.0273224044
5127,file:/home/deb/PycharmProjects/TopicModelMallet/title_texts/small_file_4348.txt,17,0.1092896175,13,0.0601092896,9,0.043715847,8,0.043715847,7,0.043715847,1,0.043715847,29,0.0273224044,28,0.0273224044,27,0.0273224044,26,0.0273224044,25,0.0273224044,24,0.0273224044,23,0.0273224044,22,0.0273224044,21,0.0273224044,20,0.0273224044,19,0.0273224044,18,0.0273224044,16,0.0273224044,15,0.0273224044,14,0.0273224044,12,0.0273224044,11,0.0273224044,10,0.0273224044,6,0.0273224044,5,0.0273224044,4,0.0273224044,3,0.0273224044,2,0.0273224044,0,0.0273224044
5832,file:/home/deb/PycharmProjects/TopicModelMallet/title_texts/small_file_5216.txt,17,0.1092896175,26,0.043715847,20,0.043715847,18,0.043715847,12,0.043715847,7,0.043715847,6,0.043715847,29,0.0273224044,28,0.0273224044,27,0.0273224044,25,0.0273224044,24,0.0273224044,23,0.0273224044,22,0.0273224044,21,0.0273224044,19,0.0273224044,16,0.0273224044,15,0.0273224044,14,0.0273224044,13,0.0273224044,11,0.0273224044,10,0.0273224044,9,0.0273224044,8,0.0273224044,5,0.0273224044,4,0.0273224044,3,0.0273224044,2,0.0273224044,1,0.0273224044,0,0.0273224044
6731,file:/home/deb/PycharmProjects/TopicModelMallet/title_texts/small_file_6656.txt,17,0.1092896175,26,0.0601092896,1,0.0601092896,25,0.043715847,6,0.043715847,29,0.0273224044,28,0.0273224044,27,0.0273224044,24,0.0273224044,23,0.0273224044,22,0.0273224044,21,0.0273224044,20,0.0273224044,19,0.0273224044,18,0.0273224044,16,0.0273224044,15,0.0273224044,14,0.0273224044,13,0.0273224044,12,0.0273224044,11,0.0273224044,10,0.0273224044,9,0.0273224044,8,0.0273224044,7,0.0273224044,5,0.0273224044,4,0.0273224044,3,0.0273224044,2,0.0273224044,0,0.0273224044
6774,file:/home/deb/PycharmProjects/TopicModelMallet/title_texts/small_file_2724.txt,17,0.1092896175,11,0.0765027322,7,0.0601092896,14,0.043715847,29,0.0273224044,28,0.0273224044,27,0.0273224044,26,0.0273224044,25,0.0273224044,24,0.0273224044,23,0.0273224044,22,0.0273224044,21,0.0273224044,20,0.0273224044,19,0.0273224044,18,0.0273224044,16,0.0273224044,15,0.0273224044,13,0.0273224044,12,0.0273224044,10,0.0273224044,9,0.0273224044,8,0.0273224044,6,0.0273224044,5,0.0273224044,4,0.0273224044,3,0.0273224044,2,0.0273224044,1,0.0273224044,0,0.0273224044
2662,file:/home/deb/PycharmProjects/TopicModelMallet/title_texts/small_file_416.txt,17,0.1075268817,26,0.0591397849,22,0.0430107527,11,0.0430107527,8,0.0430107527,6,0.0430107527,4,0.0430107527,29,0.0268817204,28,0.0268817204,27,0.0268817204,25,0.0268817204,24,0.0268817204,23,0.0268817204,21,0.0268817204,20,0.0268817204,19,0.0268817204,18,0.0268817204,16,0.0268817204,15,0.0268817204,14,0.0268817204,13,0.0268817204,12,0.0268817204,10,0.0268817204,9,0.0268817204,7,0.0268817204,5,0.0268817204,3,0.0268817204,2,0.0268817204,1,0.0268817204,0,0.0268817204
3378,file:/home/deb/PycharmProjects/TopicModelMallet/title_texts/small_file_6648.txt,17,0.1075268817,27,0.0752688172,28,0.0430107527,21,0.0430107527,7,0.0430107527,1,0.0430107527,29,0.0268817204,26,0.0268817204,25,0.0268817204,24,0.0268817204,23,0.0268817204,22,0.0268817204,20,0.0268817204,19,0.0268817204,18,0.0268817204,16,0.0268817204,15,0.0268817204,14,0.0268817204,13,0.0268817204,12,0.0268817204,11,0.0268817204,10,0.0268817204,9,0.0268817204,8,0.0268817204,6,0.0268817204,5,0.0268817204,4,0.0268817204,3,0.0268817204,2,0.0268817204,0,0.0268817204
4587,file:/home/deb/PycharmProjects/TopicModelMallet/title_texts/small_file_5133.txt,17,0.1075268817,22,0.0591397849,27,0.0430107527,12,0.0430107527,9,0.0430107527,8,0.0430107527,5,0.0430107527,29,0.0268817204,28,0.0268817204,26,0.0268817204,25,0.0268817204,24,0.0268817204,23,0.0268817204,21,0.0268817204,20,0.0268817204,19,0.0268817204,18,0.0268817204,16,0.0268817204,15,0.0268817204,14,0.0268817204,13,0.0268817204,11,0.0268817204,10,0.0268817204,7,0.0268817204,6,0.0268817204,4,0.0268817204,3,0.0268817204,2,0.0268817204,1,0.0268817204,0,0.0268817204
1725,file:/home/deb/PycharmProjects/TopicModelMallet/title_texts/small_file_3656.txt,17,0.1058201058,7,0.1058201058,8,0.0423280423,2,0.0423280423,1,0.0423280423,29,0.0264550265,28,0.0264550265,27,0.0264550265,26,0.0264550265,25,0.0264550265,24,0.0264550265,23,0.0264550265,22,0.0264550265,21,0.0264550265,20,0.0264550265,19,0.0264550265,18,0.0264550265,16,0.0264550265,15,0.0264550265,14,0.0264550265,13,0.0264550265,12,0.0264550265,11,0.0264550265,10,0.0264550265,9,0.0264550265,6,0.0264550265,5,0.0264550265,4,0.0264550265,3,0.0264550265,0,0.0264550265
2043,file:/home/deb/PycharmProjects/TopicModelMallet/title_texts/small_file_867.txt,17,0.1058201058,8,0.0740740741,29,0.0423280423,25,0.0423280423,15,0.0423280423,11,0.0423280423,1,0.0423280423,28,0.0264550265,27,0.0264550265,26,0.0264550265,24,0.0264550265,23,0.0264550265,22,0.0264550265,21,0.0264550265,20,0.0264550265,19,0.0264550265,18,0.0264550265,16,0.0264550265,14,0.0264550265,13,0.0264550265,12,0.0264550265,10,0.0264550265,9,0.0264550265,7,0.0264550265,6,0.0264550265,5,0.0264550265,4,0.0264550265,3,0.0264550265,2,0.0264550265,0,0.0264550265
3339,file:/home/deb/PycharmProjects/TopicModelMallet/title_texts/small_file_2742.txt,17,0.1058201058,26,0.0582010582,13,0.0582010582,27,0.0423280423,19,0.0423280423,11,0.0423280423,2,0.0423280423,29,0.0264550265,28,0.0264550265,25,0.0264550265,24,0.0264550265,23,0.0264550265,22,0.0264550265,21,0.0264550265,20,0.0264550265,18,0.0264550265,16,0.0264550265,15,0.0264550265,14,0.0264550265,12,0.0264550265,10,0.0264550265,9,0.0264550265,8,0.0264550265,7,0.0264550265,6,0.0264550265,5,0.0264550265,4,0.0264550265,3,0.0264550265,1,0.0264550265,0,0.0264550265
5825,file:/home/deb/PycharmProjects/TopicModelMallet/title_texts/small_file_2319.txt,17,0.1058201058,8,0.0740740741,26,0.0582010582,28,0.0423280423,14,0.0423280423,7,0.0423280423,29,0.0264550265,27,0.0264550265,25,0.0264550265,24,0.0264550265,23,0.0264550265,22,0.0264550265,21,0.0264550265,20,0.0264550265,19,0.0264550265,18,0.0264550265,16,0.0264550265,15,0.0264550265,13,0.0264550265,12,0.0264550265,11,0.0264550265,10,0.0264550265,9,0.0264550265,6,0.0264550265,5,0.0264550265,4,0.0264550265,3,0.0264550265,2,0.0264550265,1,0.0264550265,0,0.0264550265
6127,file:/home/deb/PycharmProjects/TopicModelMallet/title_texts/small_file_3703.txt,17,0.1058201058,7,0.0740740741,25,0.0423280423,22,0.0423280423,21,0.0423280423,13,0.0423280423,6,0.0423280423,29,0.0264550265,28,0.0264550265,27,0.0264550265,26,0.0264550265,24,0.0264550265,23,0.0264550265,20,0.0264550265,19,0.0264550265,18,0.0264550265,16,0.0264550265,15,0.0264550265,14,0.0264550265,12,0.0264550265,11,0.0264550265,10,0.0264550265,9,0.0264550265,8,0.0264550265,5,0.0264550265,4,0.0264550265,3,0.0264550265,2,0.0264550265,1,0.0264550265,0,0.0264550265
1521,file:/home/deb/PycharmProjects/TopicModelMallet/title_texts/small_file_3508.txt,17,0.1041666667,4,0.0885416667,29,0.0416666667,28,0.0416666667,27,0.0416666667,7,0.0416666667,1,0.0416666667,26,0.0260416667,25,0.0260416667,24,0.0260416667,23,0.0260416667,22,0.0260416667,21,0.0260416667,20,0.0260416667,19,0.0260416667,18,0.0260416667,16,0.0260416667,15,0.0260416667,14,0.0260416667,13,0.0260416667,12,0.0260416667,11,0.0260416667,10,0.0260416667,9,0.0260416667,8,0.0260416667,6,0.0260416667,5,0.0260416667,3,0.0260416667,2,0.0260416667,0,0.0260416667
3335,file:/home/deb/PycharmProjects/TopicModelMallet/title_texts/small_file_4881.txt,17,0.1041666667,3,0.0572916667,28,0.0416666667,26,0.0416666667,25,0.0416666667,22,0.0416666667,7,0.0416666667,4,0.0416666667,1,0.0416666667,29,0.0260416667,27,0.0260416667,24,0.0260416667,23,0.0260416667,21,0.0260416667,20,0.0260416667,19,0.0260416667,18,0.0260416667,16,0.0260416667,15,0.0260416667,14,0.0260416667,13,0.0260416667,12,0.0260416667,11,0.0260416667,10,0.0260416667,9,0.0260416667,8,0.0260416667,6,0.0260416667,5,0.0260416667,2,0.0260416667,0,0.0260416667
3708,file:/home/deb/PycharmProjects/TopicModelMallet/title_texts/small_file_1313.txt,17,0.1041666667,8,0.1041666667,26,0.0416666667,25,0.0416666667,18,0.0416666667,13,0.0416666667,29,0.0260416667,28,0.0260416667,27,0.0260416667,24,0.0260416667,23,0.0260416667,22,0.0260416667,21,0.0260416667,20,0.0260416667,19,0.0260416667,16,0.0260416667,15,0.0260416667,14,0.0260416667,12,0.0260416667,11,0.0260416667,10,0.0260416667,9,0.0260416667,7,0.0260416667,6,0.0260416667,5,0.0260416667,4,0.0260416667,3,0.0260416667,2,0.0260416667,1,0.0260416667,0,0.0260416667
4666,file:/home/deb/PycharmProjects/TopicModelMallet/title_texts/small_file_4823.txt,17,0.1041666667,13,0.0729166667,5,0.0572916667,25,0.0416666667,15,0.0416666667,14,0.0416666667,2,0.0416666667,29,0.0260416667,28,0.0260416667,27,0.0260416667,26,0.0260416667,24,0.0260416667,23,0.0260416667,22,0.0260416667,21,0.0260416667,20,0.0260416667,19,0.0260416667,18,0.0260416667,16,0.0260416667,12,0.0260416667,11,0.0260416667,10,0.0260416667,9,0.0260416667,8,0.0260416667,7,0.0260416667,6,0.0260416667,4,0.0260416667,3,0.0260416667,1,0.0260416667,0,0.0260416667
6,file:/home/deb/PycharmProjects/TopicModelMallet/title_texts/small_file_1681.txt,17,0.1025641026,26,0.0871794872,25,0.0564102564,22,0.041025641,21,0.041025641,14,0.041025641,2,0.041025641,29,0.0256410256,28,0.0256410256,27,0.0256410256,24,0.0256410256,23,0.0256410256,20,0.0256410256,19,0.0256410256,18,0.0256410256,16,0.0256410256,15,0.0256410256,13,0.0256410256,12,0.0256410256,11,0.0256410256,10,0.0256410256,9,0.0256410256,8,0.0256410256,7,0.0256410256,6,0.0256410256,5,0.0256410256,4,0.0256410256,3,0.0256410256,1,0.0256410256,0,0.0256410256
4761,file:/home/deb/PycharmProjects/TopicModelMallet/title_texts/small_file_6008.txt,17,0.1025641026,29,0.0564102564,13,0.0564102564,8,0.0564102564,2,0.0564102564,26,0.041025641,16,0.041025641,28,0.0256410256,27,0.0256410256,25,0.0256410256,24,0.0256410256,23,0.0256410256,22,0.0256410256,21,0.0256410256,20,0.0256410256,19,0.0256410256,18,0.0256410256,15,0.0256410256,14,0.0256410256,12,0.0256410256,11,0.0256410256,10,0.0256410256,9,0.0256410256,7,0.0256410256,6,0.0256410256,5,0.0256410256,4,0.0256410256,3,0.0256410256,1,0.0256410256,0,0.0256410256
1381,file:/home/deb/PycharmProjects/TopicModelMallet/title_texts/small_file_763.txt,17,0.101010101,13,0.0707070707,7,0.0555555556,27,0.0404040404,26,0.0404040404,24,0.0404040404,9,0.0404040404,3,0.0404040404,1,0.0404040404,29,0.0252525253,28,0.0252525253,25,0.0252525253,23,0.0252525253,22,0.0252525253,21,0.0252525253,20,0.0252525253,19,0.0252525253,18,0.0252525253,16,0.0252525253,15,0.0252525253,14,0.0252525253,12,0.0252525253,11,0.0252525253,10,0.0252525253,8,0.0252525253,6,0.0252525253,5,0.0252525253,4,0.0252525253,2,0.0252525253,0,0.0252525253
2546,file:/home/deb/PycharmProjects/TopicModelMallet/title_texts/small_file_726.txt,17,0.101010101,26,0.0555555556,11,0.0555555556,5,0.0555555556,22,0.0404040404,21,0.0404040404,20,0.0404040404,13,0.0404040404,10,0.0404040404,29,0.0252525253,28,0.0252525253,27,0.0252525253,25,0.0252525253,24,0.0252525253,23,0.0252525253,19,0.0252525253,18,0.0252525253,16,0.0252525253,15,0.0252525253,14,0.0252525253,12,0.0252525253,9,0.0252525253,8,0.0252525253,7,0.0252525253,6,0.0252525253,4,0.0252525253,3,0.0252525253,2,0.0252525253,1,0.0252525253,0,0.0252525253
5183,file:/home/deb/PycharmProjects/TopicModelMallet/title_texts/small_file_4812.txt,17,0.101010101,2,0.0707070707,7,0.0555555556,27,0.0404040404,25,0.0404040404,22,0.0404040404,21,0.0404040404,10,0.0404040404,9,0.0404040404,29,0.0252525253,28,0.0252525253,26,0.0252525253,24,0.0252525253,23,0.0252525253,20,0.0252525253,19,0.0252525253,18,0.0252525253,16,0.0252525253,15,0.0252525253,14,0.0252525253,13,0.0252525253,12,0.0252525253,11,0.0252525253,8,0.0252525253,6,0.0252525253,5,0.0252525253,4,0.0252525253,3,0.0252525253,1,0.0252525253,0,0.0252525253
3797,file:/home/deb/PycharmProjects/TopicModelMallet/title_texts/small_file_2406.txt,17,0.0994152047,26,0.0467836257,10,0.0467836257,1,0.0467836257,29,0.0292397661,28,0.0292397661,27,0.0292397661,25,0.0292397661,24,0.0292397661,23,0.0292397661,22,0.0292397661,21,0.0292397661,20,0.0292397661,19,0.0292397661,18,0.0292397661,16,0.0292397661,15,0.0292397661,14,0.0292397661,13,0.0292397661,12,0.0292397661,11,0.0292397661,9,0.0292397661,8,0.0292397661,7,0.0292397661,6,0.0292397661,5,0.0292397661,4,0.0292397661,3,0.0292397661,2,0.0292397661,0,0.0292397661
4676,file:/home/deb/PycharmProjects/TopicModelMallet/title_texts/small_file_3248.txt,17,0.0994152047,7,0.0643274854,10,0.0467836257,29,0.0292397661,28,0.0292397661,27,0.0292397661,26,0.0292397661,25,0.0292397661,24,0.0292397661,23,0.0292397661,22,0.0292397661,21,0.0292397661,20,0.0292397661,19,0.0292397661,18,0.0292397661,16,0.0292397661,15,0.0292397661,14,0.0292397661,13,0.0292397661,12,0.0292397661,11,0.0292397661,9,0.0292397661,8,0.0292397661,6,0.0292397661,5,0.0292397661,4,0.0292397661,3,0.0292397661,2,0.0292397661,1,0.0292397661,0,0.0292397661
5693,file:/home/deb/PycharmProjects/TopicModelMallet/title_texts/small_file_878.txt,17,0.0994152047,22,0.0643274854,1,0.0467836257,29,0.0292397661,28,0.0292397661,27,0.0292397661,26,0.0292397661,25,0.0292397661,24,0.0292397661,23,0.0292397661,21,0.0292397661,20,0.0292397661,19,0.0292397661,18,0.0292397661,16,0.0292397661,15,0.0292397661,14,0.0292397661,13,0.0292397661,12,0.0292397661,11,0.0292397661,10,0.0292397661,9,0.0292397661,8,0.0292397661,7,0.0292397661,6,0.0292397661,5,0.0292397661,4,0.0292397661,3,0.0292397661,2,0.0292397661,0,0.0292397661
5771,file:/home/deb/PycharmProjects/TopicModelMallet/title_texts/small_file_3415.txt,17,0.0994152047,22,0.0643274854,13,0.0467836257,29,0.0292397661,28,0.0292397661,27,0.0292397661,26,0.0292397661,25,0.0292397661,24,0.0292397661,23,0.0292397661,21,0.0292397661,20,0.0292397661,19,0.0292397661,18,0.0292397661,16,0.0292397661,15,0.0292397661,14,0.0292397661,12,0.0292397661,11,0.0292397661,10,0.0292397661,9,0.0292397661,8,0.0292397661,7,0.0292397661,6,0.0292397661,5,0.0292397661,4,0.0292397661,3,0.0292397661,2,0.0292397661,1,0.0292397661,0,0.0292397661
766,file:/home/deb/PycharmProjects/TopicModelMallet/title_texts/small_file_426.txt,17,0.0977011494,7,0.0804597701,14,0.0459770115,29,0.0287356322,28,0.0287356322,27,0.0287356322,26,0.0287356322,25,0.0287356322,24,0.0287356322,23,0.0287356322,22,0.0287356322,21,0.0287356322,20,0.0287356322,19,0.0287356322,18,0.0287356322,16,0.0287356322,15,0.0287356322,13,0.0287356322,12,0.0287356322,11,0.0287356322,10,0.0287356322,9,0.0287356322,8,0.0287356322,6,0.0287356322,5,0.0287356322,4,0.0287356322,3,0.0287356322,2,0.0287356322,1,0.0287356322,0,0.0287356322
2010,file:/home/deb/PycharmProjects/TopicModelMallet/title_texts/small_file_5273.txt,17,0.0977011494,29,0.0459770115,22,0.0459770115,5,0.0459770115,4,0.0459770115,28,0.0287356322,27,0.0287356322,26,0.0287356322,25,0.0287356322,24,0.0287356322,23,0.0287356322,21,0.0287356322,20,0.0287356322,19,0.0287356322,18,0.0287356322,16,0.0287356322,15,0.0287356322,14,0.0287356322,13,0.0287356322,12,0.0287356322,11,0.0287356322,10,0.0287356322,9,0.0287356322,8,0.0287356322,7,0.0287356322,6,0.0287356322,3,0.0287356322,2,0.0287356322,1,0.0287356322,0,0.0287356322
3101,file:/home/deb/PycharmProjects/TopicModelMallet/title_texts/small_file_1294.txt,17,0.0977011494,25,0.0459770115,13,0.0459770115,7,0.0459770115,6,0.0459770115,29,0.0287356322,28,0.0287356322,27,0.0287356322,26,0.0287356322,24,0.0287356322,23,0.0287356322,22,0.0287356322,21,0.0287356322,20,0.0287356322,19,0.0287356322,18,0.0287356322,16,0.0287356322,15,0.0287356322,14,0.0287356322,12,0.0287356322,11,0.0287356322,10,0.0287356322,9,0.0287356322,8,0.0287356322,5,0.0287356322,4,0.0287356322,3,0.0287356322,2,0.0287356322,1,0.0287356322,0,0.0287356322
5913,file:/home/deb/PycharmProjects/TopicModelMallet/title_texts/small_file_1219.txt,17,0.0977011494,8,0.0632183908,24,0.0459770115,10,0.0459770115,29,0.0287356322,28,0.0287356322,27,0.0287356322,26,0.0287356322,25,0.0287356322,23,0.0287356322,22,0.0287356322,21,0.0287356322,20,0.0287356322,19,0.0287356322,18,0.0287356322,16,0.0287356322,15,0.0287356322,14,0.0287356322,13,0.0287356322,12,0.0287356322,11,0.0287356322,9,0.0287356322,7,0.0287356322,6,0.0287356322,5,0.0287356322,4,0.0287356322,3,0.0287356322,2,0.0287356322,1,0.0287356322,0,0.0287356322
914,file:/home/deb/PycharmProjects/TopicModelMallet/title_texts/small_file_3171.txt,17,0.0960451977,26,0.0621468927,22,0.0451977401,18,0.0451977401,7,0.0451977401,29,0.0282485876,28,0.0282485876,27,0.0282485876,25,0.0282485876,24,0.0282485876,23,0.0282485876,21,0.0282485876,20,0.0282485876,19,0.0282485876,16,0.0282485876,15,0.0282485876,14,0.0282485876,13,0.0282485876,12,0.0282485876,11,0.0282485876,10,0.0282485876,9,0.0282485876,8,0.0282485876,6,0.0282485876,5,0.0282485876,4,0.0282485876,3,0.0282485876,2,0.0282485876,1,0.0282485876,0,0.0282485876
2230,file:/home/deb/PycharmProjects/TopicModelMallet/title_texts/small_file_1044.txt,17,0.0960451977,13,0.0621468927,8,0.0621468927,12,0.0451977401,29,0.0282485876,28,0.0282485876,27,0.0282485876,26,0.0282485876,25,0.0282485876,24,0.0282485876,23,0.0282485876,22,0.0282485876,21,0.0282485876,20,0.0282485876,19,0.0282485876,18,0.0282485876,16,0.0282485876,15,0.0282485876,14,0.0282485876,11,0.0282485876,10,0.0282485876,9,0.0282485876,7,0.0282485876,6,0.0282485876,5,0.0282485876,4,0.0282485876,3,0.0282485876,2,0.0282485876,1,0.0282485876,0,0.0282485876
2271,file:/home/deb/PycharmProjects/TopicModelMallet/title_texts/small_file_5899.txt,17,0.0960451977,26,0.0451977401,22,0.0451977401,16,0.0451977401,13,0.0451977401,3,0.0451977401,29,0.0282485876,28,0.0282485876,27,0.0282485876,25,0.0282485876,24,0.0282485876,23,0.0282485876,21,0.0282485876,20,0.0282485876,19,0.0282485876,18,0.0282485876,15,0.0282485876,14,0.0282485876,12,0.0282485876,11,0.0282485876,10,0.0282485876,9,0.0282485876,8,0.0282485876,7,0.0282485876,6,0.0282485876,5,0.0282485876,4,0.0282485876,2,0.0282485876,1,0.0282485876,0,0.0282485876
3532,file:/home/deb/PycharmProjects/TopicModelMallet/title_texts/small_file_6705.txt,17,0.0960451977,19,0.0451977401,11,0.0451977401,8,0.0451977401,6,0.0451977401,4,0.0451977401,29,0.0282485876,28,0.0282485876,27,0.0282485876,26,0.0282485876,25,0.0282485876,24,0.0282485876,23,0.0282485876,22,0.0282485876,21,0.0282485876,20,0.0282485876,18,0.0282485876,16,0.0282485876,15,0.0282485876,14,0.0282485876,13,0.0282485876,12,0.0282485876,10,0.0282485876,9,0.0282485876,7,0.0282485876,5,0.0282485876,3,0.0282485876,2,0.0282485876,1,0.0282485876,0,0.0282485876
5336,file:/home/deb/PycharmProjects/TopicModelMallet/title_texts/small_file_5140.txt,17,0.0960451977,24,0.0621468927,26,0.0451977401,22,0.0451977401,7,0.0451977401,29,0.0282485876,28,0.0282485876,27,0.0282485876,25,0.0282485876,23,0.0282485876,21,0.0282485876,20,0.0282485876,19,0.0282485876,18,0.0282485876,16,0.0282485876,15,0.0282485876,14,0.0282485876,13,0.0282485876,12,0.0282485876,11,0.0282485876,10,0.0282485876,9,0.0282485876,8,0.0282485876,6,0.0282485876,5,0.0282485876,4,0.0282485876,3,0.0282485876,2,0.0282485876,1,0.0282485876,0,0.0282485876
6594,file:/home/deb/PycharmProjects/TopicModelMallet/title_texts/small_file_4007.txt,17,0.0960451977,8,0.0621468927,7,0.0451977401,6,0.0451977401,3,0.0451977401,29,0.0282485876,28,0.0282485876,27,0.0282485876,26,0.0282485876,25,0.0282485876,24,0.0282485876,23,0.0282485876,22,0.0282485876,21,0.0282485876,20,0.0282485876,19,0.0282485876,18,0.0282485876,16,0.0282485876,15,0.0282485876,14,0.0282485876,13,0.0282485876,12,0.0282485876,11,0.0282485876,10,0.0282485876,9,0.0282485876,5,0.0282485876,4,0.0282485876,2,0.0282485876,1,0.0282485876,0,0.0282485876
6675,file:/home/deb/PycharmProjects/TopicModelMallet/title_texts/small_file_3996.txt,17,0.0960451977,29,0.0451977401,28,0.0451977401,22,0.0451977401,19,0.0451977401,10,0.0451977401,27,0.0282485876,26,0.0282485876,25,0.0282485876,24,0.0282485876,23,0.0282485876,21,0.0282485876,20,0.0282485876,18,0.0282485876,16,0.0282485876,15,0.0282485876,14,0.0282485876,13,0.0282485876,12,0.0282485876,11,0.0282485876,9,0.0282485876,8,0.0282485876,7,0.0282485876,6,0.0282485876,5,0.0282485876,4,0.0282485876,3,0.0282485876,2,0.0282485876,1,0.0282485876,0,0.0282485876
538,file:/home/deb/PycharmProjects/TopicModelMallet/title_texts/small_file_3569.txt,17,0.0944444444,29,0.0444444444,22,0.0444444444,20,0.0444444444,14,0.0444444444,7,0.0444444444,0,0.0444444444,28,0.0277777778,27,0.0277777778,26,0.0277777778,25,0.0277777778,24,0.0277777778,23,0.0277777778,21,0.0277777778,19,0.0277777778,18,0.0277777778,16,0.0277777778,15,0.0277777778,13,0.0277777778,12,0.0277777778,11,0.0277777778,10,0.0277777778,9,0.0277777778,8,0.0277777778,6,0.0277777778,5,0.0277777778,4,0.0277777778,3,0.0277777778,2,0.0277777778,1,0.0277777778
1237,file:/home/deb/PycharmProjects/TopicModelMallet/title_texts/small_file_2861.txt,17,0.0944444444,25,0.0444444444,22,0.0444444444,19,0.0444444444,14,0.0444444444,11,0.0444444444,1,0.0444444444,29,0.0277777778,28,0.0277777778,27,0.0277777778,26,0.0277777778,24,0.0277777778,23,0.0277777778,21,0.0277777778,20,0.0277777778,18,0.0277777778,16,0.0277777778,15,0.0277777778,13,0.0277777778,12,0.0277777778,10,0.0277777778,9,0.0277777778,8,0.0277777778,7,0.0277777778,6,0.0277777778,5,0.0277777778,4,0.0277777778,3,0.0277777778,2,0.0277777778,0,0.0277777778
1405,file:/home/deb/PycharmProjects/TopicModelMallet/title_texts/small_file_4203.txt,17,0.0944444444,7,0.0611111111,22,0.0444444444,11,0.0444444444,5,0.0444444444,0,0.0444444444,29,0.0277777778,28,0.0277777778,27,0.0277777778,26,0.0277777778,25,0.0277777778,24,0.0277777778,23,0.0277777778,21,0.0277777778,20,0.0277777778,19,0.0277777778,18,0.0277777778,16,0.0277777778,15,0.0277777778,14,0.0277777778,13,0.0277777778,12,0.0277777778,10,0.0277777778,9,0.0277777778,8,0.0277777778,6,0.0277777778,4,0.0277777778,3,0.0277777778,2,0.0277777778,1,0.0277777778
2793,file:/home/deb/PycharmProjects/TopicModelMallet/title_texts/small_file_4330.txt,17,0.0944444444,13,0.0611111111,8,0.0611111111,14,0.0444444444,12,0.0444444444,29,0.0277777778,28,0.0277777778,27,0.0277777778,26,0.0277777778,25,0.0277777778,24,0.0277777778,23,0.0277777778,22,0.0277777778,21,0.0277777778,20,0.0277777778,19,0.0277777778,18,0.0277777778,16,0.0277777778,15,0.0277777778,11,0.0277777778,10,0.0277777778,9,0.0277777778,7,0.0277777778,6,0.0277777778,5,0.0277777778,4,0.0277777778,3,0.0277777778,2,0.0277777778,1,0.0277777778,0,0.0277777778
